년월,kedi학교코드,kedi단과대,kedi단과대명,kedi학과코드,kedi학과,주야간구분,학과특성구분,단과대학코드,캠퍼스구분,학교구분,학교종류,설립구분,지역코드,전공코드,교육부계열,대학코드,대학,학과코드,학과,학기코드,학기,과목구분,성적점수구분코드,성적점수구분,학생수
20140401,53018000,45,사범대학,U03010100010,교육학과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0236,교육학과,2R,2학기,02,05,C+,41
20140401,53018000,9,공과대학,U05020600099,사회환경시스템공학과,A,10,0217,1,U,E,3,11,05,03,0217,공과대학,4392,사회환경시스템공학과,2R,2학기,02,08,D,3
20140401,53018000,83,인문대학,U01011200016,어문학부,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0261,어문학부,2R,2학기,02,04,B,119
20140401,53018000,83,인문대학,U01010600018,영어영문학과,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0255,영어영문학과,2R,2학기,02,06,C,23
20140401,53018000,35,문과대학,U01010400019,한문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0159,한문학과,2R,2학기,02,07,D+,4
20140401,53018000,42,보건과학대학,U06040100031,환경보건학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4677,환경보건학과,1R,1학기,02,08,D,2
20140401,53018000,54,생명과학대학,U05030200119,식품공학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4820,식품공학부,1R,1학기,02,06,C,13
20140401,53018000,42,보건과학대학,U05030200045,식품영양학과,A,10,4669,1,U,E,3,11,05,02,4669,보건과학대학,4676,식품영양학과,1R,1학기,02,06,C,5
20140401,53018000,45,사범대학,U03050600009,체육교육과,A,10,0234,1,U,E,3,11,03,05,0234,사범대학,0237,체육교육과,1R,1학기,02,06,C,29
20140401,53018000,9,공과대학,U04040100010,기계공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,0224,기계공학과,2R,2학기,02,03,B+,19
20140401,53018000,9,공과대학,U04090100031,산업시스템정보공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,3868,산업시스템정보공학과,2R,2학기,02,04,B,1
20140401,53018000,42,보건과학대학,U06040200001,물리치료학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4672,물리치료학과,1R,1학기,02,08,D,7
20140401,53018000,12,과학기술대학,U05040100048,정보수학과,A,10,4460,2,U,E,3,44,05,02,4460,과학기술대학,4546,정보수학과,2R,2학기,02,04,B,20
20140401,53018000,12,과학기술대학,U05020100161,바이오시스템공학부,A,10,4460,2,U,E,3,44,05,03,4460,과학기술대학,4461,바이오시스템공학부,2R,2학기,02,04,B,126
20140401,53018000,99,정보통신대학,U04080100092,컴퓨터학과,A,10,3930,1,U,E,3,11,04,03,3930,정보통신대학,3933,컴퓨터학과,2R,2학기,02,06,C,3
20140401,53018000,9,공과대학,U04010100003,건축공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,0223,건축공학과,1R,1학기,02,08,D,1
20140401,53018000,42,보건과학대학,U02030700027,보건행정학과,A,10,4669,1,U,E,3,11,02,01,4669,보건과학대학,4674,보건행정학과,1R,1학기,02,08,D,2
20140401,53018000,9,공과대학,U04090100012,산업경영공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,5320,산업경영공학부,1R,1학기,02,03,B+,180
20140401,53018000,12,과학기술대학,U04080300092,정보과학부,A,10,4460,2,U,E,3,44,04,02,4460,과학기술대학,4632,정보과학부,2R,2학기,02,06,C,47
20140401,53018000,12,과학기술대학,U04080300092,정보과학부,A,10,4460,2,U,E,3,44,04,02,4460,과학기술대학,4632,정보과학부,1R,1학기,02,06,C,78
20140401,53018000,12,과학기술대학,U05040100048,정보수학과,A,10,4460,2,U,E,3,44,05,02,4460,과학기술대학,4546,정보수학과,1R,1학기,02,06,C,9
20140401,53018000,81,이과대학,U05040600010,이과대학,A,10,0209,1,U,E,3,11,05,02,0209,이과대학,4063,이과대학,1R,1학기,02,06,C,92
20140401,53018000,35,문과대학,U01010900004,서어서문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0158,서어서문학과,2R,2학기,02,09,F,7
20140401,53018000,35,문과대학,U01020400022,한국사학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0148,한국사학과,1R,1학기,02,04,B,5
20140401,53018000,45,사범대학,U03050100002,국어교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0240,국어교육과,2R,2학기,02,06,C,4
20140401,53018000,35,문과대학,U02030400005,사회학과,A,10,0143,1,U,E,3,11,02,01,0143,문과대학,0152,사회학과,2R,2학기,02,08,D,3
20140401,53018000,83,인문대학,U01020200002,고고미술사학과,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0258,고고미술사학과,1R,1학기,02,04,B,7
20140401,53018000,45,사범대학,U03050500018,수학교육과,A,10,0234,1,U,E,3,11,03,02,0234,사범대학,0239,수학교육과,1R,1학기,02,08,D,4
20140401,53018000,54,생명과학대학,U05020100033,생명유전공학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4706,생명유전공학부,2R,2학기,02,05,C+,1
20140401,53018000,4,간호대학,U06020100004,간호학과,A,10,0231,1,U,E,3,11,06,02,0231,간호대학,0233,간호학과,2R,2학기,02,02,A,85
20140401,53018000,77,의과대학,U06010100002,의예과,A,10,0226,1,U,E,3,11,06,02,0226,의과대학,0228,의예과,2R,2학기,02,03,B+,107
20140401,53018000,77,의과대학,U06010100002,의예과,A,10,0226,1,U,E,3,11,06,02,0226,의과대학,0228,의예과,2R,2학기,02,04,B,55
20140401,53018000,45,사범대학,U03050600009,체육교육과,A,10,0234,1,U,E,3,11,03,05,0234,사범대학,0237,체육교육과,2R,2학기,02,08,D,11
20140401,53018000,77,의과대학,U06010100002,의예과,A,10,0226,1,U,E,3,11,06,02,0226,의과대학,0228,의예과,2R,2학기,02,09,F,17
20140401,53018000,77,의과대학,U06010100002,의예과,A,10,0226,1,U,E,3,11,06,02,0226,의과대학,0228,의예과,1R,1학기,02,07,D+,17
20140401,53018000,12,과학기술대학,U05020100036,생명정보공학과,A,10,4460,2,U,E,3,44,05,03,4460,과학기술대학,4553,생명정보공학과,1R,1학기,02,07,D+,4
20140401,53018000,12,과학기술대학,U05020100161,바이오시스템공학부,A,10,4460,2,U,E,3,44,05,03,4460,과학기술대학,4461,바이오시스템공학부,1R,1학기,02,03,B+,270
20140401,53018000,9,공과대학,U04040100010,기계공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,0224,기계공학과,1R,1학기,02,09,F,4
20140401,53018000,12,과학기술대학,U05040200017,정보통계학과,A,10,4460,2,U,E,3,44,05,02,4460,과학기술대학,4549,정보통계학과,2R,2학기,02,07,D+,6
20140401,53018000,9,공과대학,U04040100101,기계·산업시스템정보공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,4242,기계·산업시스템정보공학부,2R,2학기,02,01,A+,7
20140401,53018000,42,보건과학대학,U06040100031,환경보건학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4677,환경보건학과,2R,2학기,02,07,D+,1
20140401,53018000,35,문과대학,U01020800024,인문학부,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0172,인문학부,1R,1학기,02,08,D,12
20140401,53018000,4,간호대학,U06020100004,간호학과,A,10,0231,1,U,E,3,11,06,02,0231,간호대학,0233,간호학과,1R,1학기,02,09,F,19
20140401,53018000,45,사범대학,U03050400011,컴퓨터교육과,A,10,0234,1,U,E,3,11,03,02,0234,사범대학,0245,컴퓨터교육과,1R,1학기,02,05,C+,17
20140401,53018000,45,사범대학,U03050100010,영어교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0241,영어교육과,1R,1학기,02,07,D+,10
20140401,53018000,12,과학기술대학,U04050200035,전자및정보공학부,A,10,4460,2,U,E,3,44,04,03,4460,과학기술대학,4550,전자및정보공학부,2R,2학기,02,09,F,4
20140401,53018000,45,사범대학,U03050400011,컴퓨터교육과,A,10,0234,1,U,E,3,11,03,02,0234,사범대학,0245,컴퓨터교육과,2R,2학기,02,06,C,6
20140401,53018000,45,사범대학,U03050100002,국어교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0240,국어교육과,1R,1학기,02,07,D+,2
20140401,53018000,45,사범대학,U03050400011,컴퓨터교육과,A,10,0234,1,U,E,3,11,03,02,0234,사범대학,0245,컴퓨터교육과,1R,1학기,02,08,D,4
20140401,53018000,9,공과대학,U04090100031,산업시스템정보공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,3868,산업시스템정보공학과,2R,2학기,02,07,D+,1
20140401,53018000,12,과학기술대학,U05020100161,바이오시스템공학부,A,10,4460,2,U,E,3,44,05,03,4460,과학기술대학,4461,바이오시스템공학부,1R,1학기,02,02,A,140
20140401,53018000,45,사범대학,U03050300007,역사교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0243,역사교육과,2R,2학기,02,09,F,11
20140401,53018000,83,인문대학,U01020600030,북한학과,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0259,북한학과,1R,1학기,02,08,D,2
20140401,53018000,12,과학기술대학,U04080300092,정보과학부,A,10,4460,2,U,E,3,44,04,02,4460,과학기술대학,4632,정보과학부,1R,1학기,02,07,D+,28
20140401,53018000,12,과학기술대학,U04080300092,정보과학부,A,10,4460,2,U,E,3,44,04,02,4460,과학기술대학,4632,정보과학부,1R,1학기,02,08,D,37
20140401,53018000,12,과학기술대학,U05020100161,바이오시스템공학부,A,10,4460,2,U,E,3,44,05,03,4460,과학기술대학,4461,바이오시스템공학부,2R,2학기,02,05,C+,91
20140401,53018000,12,과학기술대학,U05020100161,바이오시스템공학부,A,10,4460,2,U,E,3,44,05,03,4460,과학기술대학,4461,바이오시스템공학부,2R,2학기,02,08,D,10
20140401,53018000,83,인문대학,U01020800019,인문사회학부,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0266,인문사회학부,1R,1학기,02,02,A,116
20140401,53018000,45,사범대학,U03050100002,국어교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0240,국어교육과,1R,1학기,02,08,D,2
20140401,53018000,45,사범대학,U03050300014,지리교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0242,지리교육과,1R,1학기,02,09,F,5
20140401,53018000,45,사범대학,U03050300007,역사교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0243,역사교육과,2R,2학기,02,08,D,1
20140401,53018000,45,사범대학,U03050100010,영어교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0241,영어교육과,2R,2학기,02,07,D+,1
20140401,53018000,54,생명과학대학,U05020100027,생명산업과학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4707,생명산업과학부,1R,1학기,02,08,D,1
20140401,53018000,9,공과대학,U04090100031,산업시스템정보공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,3868,산업시스템정보공학과,2R,2학기,02,01,A+,1
20140401,53018000,54,생명과학대학,U05020100027,생명산업과학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4707,생명산업과학부,1R,1학기,02,04,B,1
20140401,53018000,54,생명과학대학,U05020100267,생명과학계열학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4951,생명과학계열학부,2R,2학기,02,07,D+,25
20140401,53018000,54,생명과학대학,U05020400078,식품자원경제학과,A,10,4652,1,U,E,3,11,05,01,4652,생명과학대학,4657,식품자원경제학과,2R,2학기,02,03,B+,176
20140401,53018000,93,정경대학,U05040200022,통계학과,A,10,0197,1,U,E,3,11,05,01,0197,정경대학,0201,통계학과,2R,2학기,02,03,B+,133
20140401,53018000,12,과학기술대학,U05030200028,식품생명공학과,A,10,4460,2,U,E,3,44,05,03,4460,과학기술대학,4554,식품생명공학과,1R,1학기,02,03,B+,64
20140401,53018000,12,과학기술대학,U04080300347,전자및정보공학과,A,10,4460,2,U,E,3,44,04,03,4460,과학기술대학,5040,전자및정보공학과,1R,1학기,02,04,B,235
20140401,53018000,12,과학기술대학,U05040200017,정보통계학과,A,10,4460,2,U,E,3,44,05,02,4460,과학기술대학,4549,정보통계학과,2R,2학기,02,02,A,67
20140401,53018000,42,보건과학대학,U06040100029,임상병리학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4670,임상병리학과,2R,2학기,02,05,C+,90
20140401,53018000,54,생명과학대학,U05020100267,생명과학계열학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4951,생명과학계열학부,2R,2학기,02,06,C,100
20140401,53018000,54,생명과학대학,U05020100267,생명과학계열학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4951,생명과학계열학부,2R,2학기,02,01,A+,339
20140401,53018000,99,정보통신대학,U04080300407,컴퓨터・통신공학부,A,10,3930,1,U,E,3,11,04,03,3930,정보통신대학,4728,컴퓨터·통신공학부,1R,1학기,02,04,B,147
20140401,53018000,99,정보통신대학,U04080300407,컴퓨터・통신공학부,A,10,3930,1,U,E,3,11,04,03,3930,정보통신대학,4728,컴퓨터·통신공학부,1R,1학기,02,06,C,129
20140401,53018000,99,정보통신대학,U04080300407,컴퓨터・통신공학부,A,10,3930,1,U,E,3,11,04,03,3930,정보통신대학,4728,컴퓨터·통신공학부,2R,2학기,02,06,C,97
20140401,53018000,9,공과대학,U04050200014,전기전자전파공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,4743,전기전자전파공학부,1R,1학기,02,09,F,178
20140401,53018000,118,단과대구분없음,U07040300013,조형학부,A,10,4888,1,U,E,3,11,07,05,4888,조형학부,4889,조형학부,2R,2학기,02,09,F,14
20140401,53018000,118,단과대구분없음,U07040300013,조형학부,A,10,4888,1,U,E,3,11,07,05,4888,조형학부,4889,조형학부,2R,2학기,02,06,C,14
20140401,53018000,42,보건과학대학,U06040100029,임상병리학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4670,임상병리학과,1R,1학기,02,08,D,7
20140401,53018000,42,보건과학대학,U06040100029,임상병리학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4670,임상병리학과,1R,1학기,02,06,C,22
20140401,53018000,54,생명과학대학,U05030200017,식품공학과,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,5564,식품공학과,1R,1학기,02,01,A+,63
20140401,53018000,54,생명과학대학,U05030200017,식품공학과,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,5564,식품공학과,2R,2학기,02,09,F,19
20140401,53018000,45,사범대학,U03050600009,체육교육과,A,10,0234,1,U,E,3,11,03,05,0234,사범대학,0237,체육교육과,1R,1학기,02,05,C+,117
20140401,53018000,83,인문대학,U01010600018,영어영문학과,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0255,영어영문학과,1R,1학기,02,07,D+,13
20140401,53018000,83,인문대학,U01010600018,영어영문학과,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0255,영어영문학과,1R,1학기,02,02,A,141
20140401,53018000,12,과학기술대학,U07030200044,사회체육학과,A,10,4460,2,U,E,3,44,07,05,4460,과학기술대학,4536,사회체육학과,1R,1학기,02,09,F,12
20140401,53018000,12,과학기술대학,U04070300025,신소재화학과,A,10,4460,2,U,E,3,44,05,02,4460,과학기술대학,4547,신소재화학과,1R,1학기,02,05,C+,79
20140401,53018000,118,단과대구분없음,U02030700109,공공행정학부,A,10,4463,2,U,E,3,44,02,01,4463,공공행정학부,4464,공공행정학부,1R,1학기,02,09,F,48
20140401,53018000,54,생명과학대학,U05020100011,생명공학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4654,생명공학부,2R,2학기,02,07,D+,22
20140401,53018000,83,인문대학,U01020600070,중국학부,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,4459,중국학부,2R,2학기,02,05,C+,144
20140401,53018000,54,생명과학대학,U05020100011,생명공학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4654,생명공학부,1R,1학기,02,02,A,181
20140401,53018000,83,인문대학,U01020600070,중국학부,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,4459,중국학부,1R,1학기,02,09,F,48
20140401,53018000,42,보건과학대학,U02030700027,보건행정학과,A,10,4669,1,U,E,3,11,02,01,4669,보건과학대학,4674,보건행정학과,2R,2학기,02,03,B+,97
20140401,53018000,54,생명과학대학,U05020600069,환경생태공학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4656,환경생태공학부,1R,1학기,02,08,D,10
20140401,53018000,83,인문대학,U02030500025,미디어문예창작학과,A,10,0251,2,U,E,3,44,02,01,0251,인문대학,4824,미디어문예창작학과,1R,1학기,02,06,C,26
20140401,53018000,83,인문대학,U02030500025,미디어문예창작학과,A,10,0251,2,U,E,3,44,02,01,0251,인문대학,4824,미디어문예창작학과,1R,1학기,02,03,B+,183
20140401,53018000,83,인문대학,U02030500025,미디어문예창작학과,A,10,0251,2,U,E,3,44,02,01,0251,인문대학,4824,미디어문예창작학과,2R,2학기,02,06,C,25
20140401,53018000,54,생명과학대학,U05020100011,생명공학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4654,생명공학부,1R,1학기,02,01,A+,171
20140401,53018000,35,문과대학,U01010700003,독어독문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0153,독어독문학과,2R,2학기,02,04,B,7
20140401,53018000,35,문과대학,U01010700003,독어독문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0153,독어독문학과,1R,1학기,02,03,B+,71
20140401,53018000,42,보건과학대학,U02030700027,보건행정학과,A,10,4669,1,U,E,3,11,02,01,4669,보건과학대학,4674,보건행정학과,2R,2학기,02,02,A,60
20140401,53018000,54,생명과학대학,U05020100267,생명과학계열학부,A,10,4652,1,U,E,3,11,05,02,4652,생명과학대학,4951,생명과학계열학부,2R,2학기,02,09,F,67
20140401,53018000,45,사범대학,U03010100010,교육학과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0236,교육학과,1R,1학기,02,04,B,34
20140401,53018000,35,문과대학,U01010400019,한문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0159,한문학과,2R,2학기,02,04,B,18
20140401,53018000,35,문과대학,U01010400019,한문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0159,한문학과,2R,2학기,02,01,A+,20
20140401,53018000,35,문과대학,U01010300010,일어일문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0157,일어일문학과,1R,1학기,02,03,B+,77
20140401,53018000,83,인문대학,U01010600018,영어영문학과,A,10,0251,2,U,E,3,44,01,01,0251,인문대학,0255,영어영문학과,1R,1학기,02,09,F,20
20140401,53018000,81,이과대학,U05020600018,지구환경과학과,A,10,0209,1,U,E,3,11,05,02,0209,이과대학,0215,지구환경과학과,2R,2학기,02,03,B+,56
20140401,53018000,9,공과대학,U04010100071,건축・사회환경공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,4822,건축·사회환경공학과,1R,1학기,02,05,C+,10
20140401,53018000,93,정경대학,U05040200022,통계학과,A,10,0197,1,U,E,3,11,05,01,0197,정경대학,0201,통계학과,1R,1학기,02,01,A+,133
20140401,53018000,12,과학기술대학,U04080300092,정보과학부,A,10,4460,2,U,E,3,44,04,02,4460,과학기술대학,4632,정보과학부,2R,2학기,02,01,A+,153
20140401,53018000,42,보건과학대학,U06040100007,보건과학부,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4675,보건과학부,1R,1학기,02,03,B+,175
20140401,53018000,42,보건과학대학,U06040100007,보건과학부,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4675,보건과학부,2R,2학기,02,08,D,8
20140401,53018000,118,단과대구분없음,U01020800030,자유전공학부,A,10,5138,1,U,E,3,11,01,01,5138,자유전공학부,5139,자유전공학부,1R,1학기,02,06,C,30
20140401,53018000,118,단과대구분없음,U02030200021,국제학부,A,10,3928,1,U,E,3,11,02,01,3928,국제학부,3931,국제학부,1R,1학기,02,04,B,90
20140401,53018000,118,단과대구분없음,U02030500029,미디어학부,A,10,5256,1,U,E,3,11,02,01,5256,미디어학부,5257,미디어학부,2R,2학기,02,07,D+,18
20140401,53018000,118,단과대구분없음,U02030500029,미디어학부,A,10,5256,1,U,E,3,11,02,01,5256,미디어학부,5257,미디어학부,2R,2학기,02,06,C,38
20140401,53018000,93,정경대학,U02030600012,정치외교학과,A,10,0197,1,U,E,3,11,02,01,0197,정경대학,0199,정치외교학과,2R,2학기,02,03,B+,149
20140401,53018000,42,보건과학대학,U06040100007,보건과학부,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4675,보건과학부,2R,2학기,02,06,C,31
20140401,53018000,40,법과대학,U02020100024,법학과,A,10,0137,1,U,E,3,11,02,01,0137,법과대학,0139,법학과,2R,2학기,02,01,A+,199
20140401,53018000,35,문과대학,U01020300006,심리학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0151,심리학과,2R,2학기,02,01,A+,49
20140401,53018000,7,경상대학,U02010100038,경영학부,A,10,0293,2,U,E,3,44,02,01,0293,경상대학,4633,경영학부,1R,1학기,02,06,C,44
20140401,53018000,9,공과대학,U04010200061,건축사회환경공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,5204,건축사회환경공학부,1R,1학기,02,02,A,146
20140401,53018000,9,공과대학,U04010200061,건축사회환경공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,5204,건축사회환경공학부,1R,1학기,02,03,B+,246
20140401,53018000,9,공과대학,U04070300012,신소재공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,4630,신소재공학부,2R,2학기,02,05,C+,266
20140401,53018000,45,사범대학,U03050100010,영어교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0241,영어교육과,1R,1학기,02,02,A,85
20140401,53018000,45,사범대학,U03050300014,지리교육과,A,10,0234,1,U,E,3,11,03,01,0234,사범대학,0242,지리교육과,2R,2학기,02,02,A,36
20140401,53018000,42,보건과학대학,U06040100005,방사선학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4671,방사선학과,2R,2학기,02,02,A,43
20140401,53018000,7,경상대학,U02010700003,경상대학,A,10,0293,2,U,E,3,44,02,01,0293,경상대학,4059,경상대학,2R,2학기,02,03,B+,625
20140401,53018000,35,문과대학,U01010400019,한문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0159,한문학과,1R,1학기,02,02,A,23
20140401,53018000,7,경상대학,U02010700003,경상대학,A,10,0293,2,U,E,3,44,02,01,0293,경상대학,4059,경상대학,2R,2학기,02,05,C+,340
20140401,53018000,35,문과대학,U01020700029,철학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0147,철학과,1R,1학기,02,01,A+,67
20140401,53018000,35,문과대학,U01020700029,철학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0147,철학과,1R,1학기,02,02,A,32
20140401,53018000,42,보건과학대학,U06040100029,임상병리학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4670,임상병리학과,1R,1학기,02,09,F,38
20140401,53018000,35,문과대학,U01010300010,일어일문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0157,일어일문학과,2R,2학기,02,06,C,11
20140401,53018000,99,정보통신대학,U04080300407,컴퓨터・통신공학부,A,10,3930,1,U,E,3,11,04,03,3930,정보통신대학,4728,컴퓨터·통신공학부,1R,1학기,02,08,D,29
20140401,53018000,35,문과대학,U01010400019,한문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0159,한문학과,2R,2학기,02,02,A,18
20140401,53018000,54,생명과학대학,U05020400078,식품자원경제학과,A,10,4652,1,U,E,3,11,05,01,4652,생명과학대학,4657,식품자원경제학과,1R,1학기,02,06,C,30
20140401,53018000,42,보건과학대학,U06040100005,방사선학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4671,방사선학과,2R,2학기,02,05,C+,78
20140401,53018000,42,보건과학대학,U06040200001,물리치료학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4672,물리치료학과,2R,2학기,02,05,C+,76
20140401,53018000,42,보건과학대학,U06040200001,물리치료학과,A,10,4669,1,U,E,3,11,06,02,4669,보건과학대학,4672,물리치료학과,1R,1학기,02,09,F,65
20140401,53018000,12,과학기술대학,U04070300025,신소재화학과,A,10,4460,2,U,E,3,44,05,02,4460,과학기술대학,4547,신소재화학과,1R,1학기,02,08,D,7
20140401,53018000,35,문과대학,U01010600018,영어영문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0146,영어영문학과,1R,1학기,02,02,A,164
20140401,53018000,83,인문대학,U02030400005,사회학과,A,10,0251,2,U,E,3,44,02,01,0251,인문대학,0257,사회학과,1R,1학기,02,03,B+,150
20140401,53018000,9,공과대학,U04040100012,기계공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,4952,기계공학부,2R,2학기,02,06,C,79
20140401,53018000,9,공과대학,U04100100035,화공생명공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,4084,화공생명공학과,2R,2학기,02,02,A,162
20140401,53018000,9,공과대학,U04100100035,화공생명공학과,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,4084,화공생명공학과,2R,2학기,02,09,F,67
20140401,53018000,35,문과대학,U01010100006,언어학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,4391,언어학과,2R,2학기,02,03,B+,40
20140401,53018000,118,단과대구분없음,U07030200045,사회체육학부,A,10,5328,2,U,E,3,44,07,05,5328,사회체육학부,5329,사회체육학부,2R,2학기,02,01,A+,196
20140401,53018000,118,단과대구분없음,U07030200045,사회체육학부,A,10,5328,2,U,E,3,44,07,05,5328,사회체육학부,5329,사회체육학부,2R,2학기,02,03,B+,276
20140401,53018000,118,단과대구분없음,U04080300448,사이버국방학과,A,40,5436,1,U,E,3,11,04,03,5436,정보보호학부,5437,사이버국방학과,2R,2학기,02,06,C,3
20140401,53018000,35,문과대학,U01010800003,노어노문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0156,노어노문학과,1R,1학기,02,02,A,23
20140401,53018000,35,문과대학,U01010100006,언어학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,4391,언어학과,2R,2학기,02,05,C+,25
20140401,53018000,118,단과대구분없음,U04080300448,사이버국방학과,A,40,5436,1,U,E,3,11,04,03,5436,정보보호학부,5437,사이버국방학과,2R,2학기,02,02,A,19
20140401,53018000,9,공과대학,U04090100012,산업경영공학부,A,10,0217,1,U,E,3,11,04,03,0217,공과대학,5320,산업경영공학부,2R,2학기,02,05,C+,120
20140401,53018000,35,문과대학,U01010800003,노어노문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0156,노어노문학과,2R,2학기,02,04,B,17
20140401,53018000,35,문과대학,U01010400016,중어중문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0155,중어중문학과,2R,2학기,02,05,C+,23
20140401,53018000,118,단과대구분없음,U07030200045,사회체육학부,A,10,5328,2,U,E,3,44,07,05,5328,사회체육학부,5329,사회체육학부,1R,1학기,02,02,A,85
20140401,53018000,7,경상대학,U02010600031,무역학과,A,10,0293,2,U,E,3,44,02,01,0293,경상대학,0297,무역학과,2R,2학기,02,03,B+,1
20140401,53018000,35,문과대학,U01010700003,독어독문학과,A,10,0143,1,U,E,3,11,01,01,0143,문과대학,0153,독어독문학과,2R,2학기,02,09,F,6
20140401,53018000,81,이과대학,U05020500010,화학과,A,10,0209,1,U,E,3,11,05,02,0209,이과대학,0213,화학과,2R,2학기,02,01,A+,66
20140401,53018000,9,공과대학,U05020600099,사회환경시스템공학과,A,10,0217,1,U,E,3,11,05,03,0217,공과대학,4392,사회환경시스템공학과,1R,1학기,02,06,C,2
